Subject	Experiment	Condition_1possible_2impossible	Coplayer_cost	Efficiency	Reciprocity	Whether_Reject	Pain_reduction	Second_order_belief	Perceived_care	Obligation	Guilt	Gratitude
1138	1	1	8	1	7.99	1	6.4	7.99	60.49	39.75	32.31	60.25
1138	1	1	9	1	9.82	0	7.2	9.48	59.64	30	30.25	50
1138	1	1	10	1	11.52	0	8	11.01	64.89	64.89	54.88	59.76
1138	1	1	11	1	11.04	0	8.8	11.74	68.67	81.84	64.15	66.11
1138	1	1	12	1	12.99	0	9.6	13.26	72.45	79.77	72.69	74.65
1138	1	1	14	1	15.12	0	11.2	15.03	75.01	70.01	69.52	75.38
1138	1	1	15	1	15	0	12	15.52	82.45	65.25	74.65	85.63
1138	1	1	16	1	16.95	0	12.8	17.23	85.02	90.02	77.21	85.38
1138	1	1	18	1	19.45	0	14.4	19.76	90.14	87.46	77.33	85.38
1138	1	1	20	1	21.59	0	16	21.01	97.71	82.7	72.69	95.63
1138	1	0	5	1	5	0	4	2.5	22.55	15.1	12.54	19.74
1138	1	0	7	1	7.56	0	5.6	7.74	57.93	12.54	57.56	60.25
1138	1	0	8	1	7.99	0	6.4	4.02	68.91	34.87	68.55	53.9
1138	1	0	9	1	9.02	0	7.2	8.99	71.23	37.31	72.82	69.52
1138	1	0	10	1	10	0	8	9.97	64.76	29.87	74.28	64.89
1138	1	0	11	1	11.04	0	8.8	11.49	67.81	24.99	79.53	70.25
1138	1	0	12	1	12.99	0	9.6	12.53	80.5	32.55	87.58	84.65
1138	1	0	14	1	15.49	0	11.2	15	77.33	55.37	82.09	87.09
1138	1	0	15	1	15.98	0	12	16.5	82.45	30.36	82.58	74.65
1138	1	0	16	1	17.01	0	12.8	17.47	87.46	34.87	85.02	84.65
1138	1	0	18	1	20	0	14.4	19.18	95.75	45.24	92.22	95.14
1138	1	0	20	1	20.98	0	16	21.47	98.56	49.88	96.73	95.14
1139	1	1	5	1	0	0	4	7.5	12.55	75.38	19.38	72.69
1139	1	1	7	1	10	0	5.6	5	11.94	75.01	12.66	0
1139	1	1	8	1	0	0	6.4	10	13.29	59.88	10.11	100
1139	1	1	9	1	0	0	7.2	5	35.36	80.01	40.24	100
1139	1	1	10	1	0	0	8	10	55.98	61.1	24.01	83.92
1139	1	1	11	1	11.95	0	8.8	12.99	43.9	69.77	35.24	50
1139	1	1	12	1	10	0	9.6	0	43.05	52.81	15.96	0
1139	1	1	14	1	5	0	11.2	14.48	45.49	61.1	43.9	100
1139	1	1	15	1	0	0	12	25	68.42	25	50	100
1139	1	1	16	1	0	0	12.8	17.71	82.09	63.91	10.11	80.26
1139	1	1	18	1	0	0	14.4	22.5	60.13	91.23	40	100
1139	1	1	20	1	0.05	0	16	0.12	50	62.68	50	100
1139	1	0	5	1	10	1	4	0	7.19	50	16.69	29.5
1139	1	0	7	1	0	0	5.6	1.98	56.1	44.89	30.36	94.17
1139	1	0	8	1	8.05	0	6.4	0	53.42	4.01	69.88	84.9
1139	1	0	9	1	0	0	7.2	0	52.32	15	62.57	100
1139	1	0	10	1	10	0	8	0	88.56	31.7	38.53	100
1139	1	0	11	1	20	0	8.8	0	82.45	2.67	76.11	78.06
1139	1	0	12	1	12.01	0	9.6	0.06	85.87	3.4	56.1	100
1139	1	0	14	1	17.93	0	11.2	0	88.31	13.4	76.84	100
1139	1	0	15	1	20	0	12	0	84.29	15.48	40.37	96.61
1139	1	0	16	1	20	0	12.8	0	86.97	7.19	31.59	100
1139	1	0	18	1	20	0	14.4	0	95.38	2.92	94.64	100
1139	1	0	20	1	0	0	16	0.03	88.06	0	75	100
1140	1	1	5	1	4.02	1	4	17.53	19.38	63.79	23.89	11.2
1140	1	1	7	1	7.07	1	5.6	22.47	22.18	57.32	22.91	33.89
1140	1	1	8	1	7.99	0	6.4	16.49	30.97	69.16	28.04	29.99
1140	1	1	9	1	9.14	0	7.2	14.36	28.28	69.28	29.87	38.53
1140	1	1	10	1	13.48	0	8	15	34.63	67.94	35.48	30.48
1140	1	1	11	1	10	0	8.8	17.56	45.61	63.67	46.71	52.93
1140	1	1	12	1	11.83	0	9.6	13.05	30.72	69.16	29.75	26.57
1140	1	1	14	1	13.96	0	11.2	22.5	35.97	73.18	34.87	25.6
1140	1	1	15	1	12.99	0	12	18.48	29.5	73.79	35.48	30.48
1140	1	1	16	1	18.97	0	12.8	25	29.26	75.38	30.36	33.65
1140	1	1	18	1	14.88	0	14.4	25	23.16	52.81	37.68	24.62
1140	1	1	20	1	19.88	0	16	25	22.67	85.87	27.55	18.03
1140	1	0	5	1	5	0	4	0	30.84	27.67	37.19	60
1140	1	0	7	1	7.07	0	5.6	7.19	45.61	30.6	59.52	59.03
1140	1	0	8	1	7.99	0	6.4	8.05	35.85	51.59	44.75	55.61
1140	1	0	9	1	9.08	0	7.2	8.96	55.37	51.1	59.76	67.08
1140	1	0	10	1	11.95	0	8	10.97	60.37	48.05	65.98	58.3
1140	1	0	11	1	10	0	8.8	15.52	48.17	48.41	46.95	69.28
1140	1	0	12	1	11.95	0	9.6	12.53	69.03	33.28	74.4	62.45
1140	1	0	14	1	13.96	0	11.2	22.59	68.55	40.24	74.04	70.01
1140	1	0	15	1	15	0	12	20	69.4	32.06	73.18	63.18
1140	1	0	16	1	12.99	0	12.8	8.99	74.04	34.38	77.33	75.62
1140	1	0	18	1	17.99	0	14.4	22.47	78.92	25.84	82.09	82.21
1140	1	0	20	1	14.94	0	16	25	80.99	34.87	81.84	74.4
1147	1	1	5	1	4.08	0	4	9.11	36.33	15.23	13.64	60
1147	1	1	7	1	6.09	0	5.6	10.27	43.41	16.45	34.63	35.36
1147	1	1	8	1	10.67	0	6.4	11.68	37.31	10.72	18.52	55.61
1147	1	1	9	1	10.24	1	7.2	11.77	46.46	10.36	31.45	50.24
1147	1	1	10	1	12.5	0	8	11.62	46.22	21.45	29.75	43.41
1147	1	1	11	1	9.57	0	8.8	6.71	51.46	26.33	28.53	50
1147	1	1	12	1	12.32	1	9.6	10.85	49.39	21.33	45	50
1147	1	1	14	1	12.5	1	11.2	15.28	46.95	29.87	30.6	52.44
1147	1	1	15	1	12.5	0	12	7.35	56.1	11.44	58.78	44.14
1147	1	1	16	1	12.5	0	12.8	9.27	57.08	21.33	42.8	66.84
1147	1	1	18	1	16.65	1	14.4	19.42	49.02	28.16	48.78	56.83
1147	1	1	20	1	12.38	0	16	23.2	61.96	18.52	42.07	41.95
1147	1	0	5	1	6.4	0	4	0	65.62	12.43	52.32	58.54
1147	1	0	7	1	10.61	0	5.6	5.18	64.76	10.96	59.76	67.08
1147	1	0	8	1	10	0	6.4	6.13	61.96	20.35	71.96	65.37
1147	1	0	9	1	10.91	1	7.2	0	61.22	11.32	69.52	65.62
1147	1	0	10	1	11.04	0	8	0	64.76	9.49	72.69	71.72
1147	1	0	11	1	6.09	0	8.8	0	68.06	4	39.51	90.02
1147	1	0	12	1	12.44	0	9.6	0	58.05	19.5	51.59	57.81
1147	1	0	14	1	13.96	1	11.2	7.44	67.2	25.72	55	73.91
1147	1	0	15	1	14.27	0	12	7.38	79.65	7.91	74.77	87.58
1147	1	0	16	1	15.92	0	12.8	7.74	66.84	9.5	46.1	90.02
1147	1	0	18	1	22.81	1	14.4	0	81.84	11.81	73.91	92.95
1147	1	0	20	1	25	0	16	0	69.89	0.35	50.49	100
1148	1	1	5	1	5.12	1	4	6.06	20.6	52.07	24.74	19.99
1148	1	1	7	1	3.72	1	5.6	5.64	47.19	51.95	50.85	50
1148	1	1	8	1	5.97	1	6.4	10.61	50.73	55.86	52.2	53.9
1148	1	1	9	1	10.49	1	7.2	8.53	46.71	47.68	40.24	44.63
1148	1	1	10	1	10.49	1	8	14.36	50	50	50	50
1148	1	1	11	1	12.5	0	8.8	20.89	53.17	57.2	52.44	55.37
1148	1	1	12	1	7.56	1	9.6	15.52	52.44	64.89	44.88	60.25
1148	1	1	14	1	13.05	0	11.2	17.78	62.45	70.25	62.45	59.76
1148	1	1	16	1	17.5	1	12.8	19.91	62.45	67.33	55.25	60
1148	1	1	18	1	19.7	1	14.4	23.39	74.4	78.06	60	79.53
1148	1	1	20	1	17.44	0	16	25	63.91	94.66	84.53	85.38
1148	1	0	5	1	6.22	1	4	9.48	32.55	35.36	40	34.87
1148	1	0	7	1	6.28	0	5.6	4.87	50	50	50	49.51
1148	1	0	8	1	11.04	0	6.4	6.25	54.39	44.88	54.64	45.36
1148	1	0	9	1	9.63	1	7.2	8.93	55.98	55.73	56.22	56.34
1148	1	0	10	1	12.07	1	8	12.56	54.88	50	54.15	50
1148	1	0	11	1	8.96	1	8.8	8.6	59.52	58.54	58.42	60
1148	1	0	12	1	12.93	0	9.6	9.94	59.27	55	60.49	59.76
1148	1	0	14	1	15.06	0	11.2	5.3	68.42	50.73	68.91	79.53
1148	1	0	15	1	13.05	0	12	11.55	75.38	55.37	67.2	74.89
1148	1	0	16	1	12.68	0	12.8	10.7	60.37	45	80.26	69.77
1148	1	0	18	1	17.56	0	14.4	14.54	76.6	47.44	74.89	80.26
1148	1	0	20	1	20.92	1	16	19.18	93.31	29.01	93.8	92.46
1149	1	1	5	1	3.19	0	4	3.97	10.16	0	0	49.74
1149	1	1	7	1	3.65	0	5.6	5.37	7.16	0	18.23	21.61
1149	1	1	8	1	7.16	1	6.4	8.5	8.59	0	18.88	50
1149	1	1	9	1	7.16	0	7.2	8.95	15.89	0	29.95	50
1149	1	1	10	1	12.5	0	8	10.12	15.49	0	10.68	50
1149	1	1	11	1	9.83	0	8.8	11.46	34.38	0	28.26	50
1149	1	1	12	1	15.89	0	9.6	14.49	32.68	0	20.18	50.26
1149	1	1	14	1	14.39	0	11.2	16.93	10.55	0	20.18	49.74
1149	1	1	15	1	15.36	0	12	14.42	35.81	0	14.97	69.53
1149	1	1	16	1	13.48	0	12.8	14.88	34.77	0	90.1	88.54
1149	1	1	18	1	15.36	0	14.4	17.19	27.21	0	46.61	59.38
1149	1	1	20	1	17.06	0	16	11.85	64.97	0	25.26	100
1149	1	0	5	1	2.67	0	4	1.53	13.67	0	54.17	33.59
1149	1	0	7	1	12.89	0	5.6	0	14.71	0	50.26	50
1149	1	0	8	1	6.38	0	6.4	0.03	10.03	0	48.18	59.9
1149	1	0	9	1	5.73	0	7.2	0	14.19	0	34.38	50.52
1149	1	0	10	1	10.03	0	8	0	51.69	0	50	50
1149	1	0	11	1	13.87	0	8.8	0	50.13	0	94.53	100
1149	1	0	12	1	12.11	0	9.6	5.83	50	0	89.84	100
1149	1	0	14	1	13.48	0	11.2	0	12.63	0	71.35	100
1149	1	0	15	1	14.26	0	12	6.77	34.24	0	65.1	90.36
1149	1	0	16	1	14.65	0	12.8	3.97	50.13	0	100	100
1149	1	0	18	1	10.16	0	14.4	0	50.13	0	100	100
1149	1	0	20	1	18.03	0	16	0	60.03	0	100	100
1150	1	1	5	1	5.1	1	4	5.99	5.21	0	7.6	5.42
1150	1	1	7	1	16.88	1	5.6	11.48	34.79	0	35.21	39.58
1150	1	1	8	1	16.51	1	6.4	11.28	45.21	5.1	50.1	44.79
1150	1	1	9	1	11.51	0	7.2	12.14	49.79	0	50.1	50
1150	1	1	10	1	6.2	1	8	8.52	55.31	12.4	59.9	54.79
1150	1	1	11	1	9.69	1	8.8	9.51	60.42	14.9	62.4	59.58
1150	1	1	12	1	13.02	1	9.6	10.7	65.21	7.5	65.42	65.21
1150	1	1	14	1	14.48	1	11.2	13.85	65	0	74.9	75.21
1150	1	1	15	1	11.61	0	12	8.05	79.69	0	80	79.79
1150	1	1	16	1	16.98	0	12.8	11.77	72.71	0	75.1	75
1150	1	1	18	1	18.07	0	14.4	11.54	94.79	47.5	97.5	94.58
1150	1	1	20	1	18.33	0	16	9.61	97.4	49.9	100	100
1150	1	0	5	1	5.26	1	4	0	7.5	0	7.92	24.58
1150	1	0	7	1	17.6	1	5.6	0	40	10.31	40	39.58
1150	1	0	8	1	6.93	1	6.4	0	47.81	4.9	50.1	44.58
1150	1	0	9	1	9.38	1	7.2	0.03	50	0	52.71	49.79
1150	1	0	10	1	12.55	1	8	0	55.21	17.08	55	55.42
1150	1	0	11	1	13.59	1	8.8	0.13	59.9	17.92	61.67	60.42
1150	1	0	12	1	11.04	1	9.6	0.05	62.6	0	62.6	60.42
1150	1	0	14	1	17.55	0	11.2	4.19	77.81	7.5	77.5	80
1150	1	0	15	1	12.55	1	12	0	80	17.4	82.6	80.21
1150	1	0	16	1	14.53	1	12.8	0	85.31	27.6	84.9	84.79
1150	1	0	18	1	18.96	1	14.4	0	89.58	27.5	59.79	94.17
1150	1	0	20	1	25	0	16	0	94.9	50.31	100	100
1151	1	1	5	1	5	1	4	4.15	21.21	57.69	35.48	48.78
1151	1	1	7	1	9.57	1	5.6	12.68	38.29	67.57	50.24	50.49
1151	1	1	8	1	7.5	1	6.4	7.74	39.51	62.45	50.85	50
1151	1	1	9	1	9.08	1	7.2	13.17	37.07	51.83	49.27	50
1151	1	1	10	1	12.56	1	8	12.32	50	53.17	50	50
1151	1	1	11	1	12.5	1	8.8	12.5	46.95	62.93	68.42	58.3
1151	1	1	12	1	12.38	1	9.6	14.94	43.9	66.84	46.1	61.22
1151	1	1	14	1	15.12	1	11.2	15.82	43.78	76.48	46.58	74.65
1151	1	1	15	1	16.34	1	12	16.13	44.63	75.99	52.32	70.74
1151	1	1	16	1	19.88	1	12.8	16.74	47.07	68.91	51.34	63.91
1151	1	1	18	1	20.13	0	14.4	16.68	46.71	75.01	51.83	50
1151	1	1	20	1	21.28	1	16	22.35	50.85	99.4	52.44	86.85
1151	1	0	5	1	4.33	1	4	0	26.45	26.33	50	50.24
1151	1	0	7	1	9.14	1	5.6	0.3	37.31	33.77	50	50
1151	1	0	8	1	10.61	0	6.4	0	49.76	42.56	50	64.64
1151	1	0	9	1	12.5	1	7.2	0	50	47.32	50	60
1151	1	0	10	1	12.01	1	8	7.31	45.73	41.46	48.54	50
1151	1	0	11	1	11.58	0	8.8	1.13	68.91	34.26	60.86	73.91
1151	1	0	12	1	13.54	1	9.6	6.25	64.15	52.32	54.76	64.64
1151	1	0	14	1	12.5	1	11.2	0.58	70.86	47.44	74.04	70.74
1151	1	0	15	1	18.23	1	12	0	78.55	45.73	52.93	82.7
1151	1	0	16	1	12.44	0	12.8	0.39	79.04	33.65	57.81	80.26
1151	1	0	18	1	18.42	0	14.4	1.58	84.9	42.56	61.1	93.68
1151	1	0	20	1	24.34	0	16	0	99.4	27.18	57.93	100
1152	1	1	5	1	10.3	1	4	13.75	11.93	50.73	16.08	30.97
1152	1	1	7	1	15	1	5.6	11.95	5.59	38.78	6.44	15.59
1152	1	1	8	1	10	1	6.4	17.44	9.49	15.47	17.06	27.55
1152	1	1	9	1	15.79	0	7.2	15.09	18.28	38.78	11.81	18.52
1152	1	1	10	1	14.88	0	8	15.82	22.3	20.84	20.35	50
1152	1	1	11	1	16.22	0	8.8	17.87	55.25	30.36	46.1	31.7
1152	1	1	12	1	17.99	0	9.6	20.46	28.89	16.08	32.06	51.46
1152	1	1	14	1	17.87	0	11.2	21.93	61.96	10.83	70.25	66.59
1152	1	1	15	1	19.88	0	12	20.89	63.79	14.74	79.16	62.2
1152	1	1	16	1	19.76	0	12.8	21.86	66.84	10.22	86.73	74.16
1152	1	1	18	1	23.11	0	14.4	23.87	73.3	10.1	75.26	70.74
1152	1	1	20	1	25	0	16	12.77	93.31	2.31	100	87.34
1152	1	0	5	1	10.12	1	4	0	27.55	12.05	42.56	20.47
1152	1	0	7	1	17.87	1	5.6	0.73	60.74	12.3	68.67	71.96
1152	1	0	9	1	15.12	1	7.2	0.3	44.14	10.1	62.93	52.2
1152	1	0	10	1	19.09	0	8	0.18	61.22	5.34	84.41	62.69
1152	1	0	11	1	15.06	0	8.8	0.66	65.62	3.64	77.82	70.25
1152	1	0	12	1	19.88	0	9.6	0.6	43.53	10.47	84.41	71.96
1152	1	0	14	1	21.89	0	11.2	1.55	77.57	42.33	90.63	82.7
1152	1	0	15	1	25	0	12	0.36	87.82	4.49	96.47	83.67
1152	1	0	16	1	22.87	0	12.8	0.91	89.41	44.88	87.7	90.02
1152	1	0	18	1	25	0	14.4	0.63	95.99	0.84	97.82	93.68
1152	1	0	20	1	25	0	16	0.73	97.21	0	100	100
1154	1	1	5	1	6.09	1	4	9.94	50	50	50	50
1154	1	1	7	1	9.02	1	5.6	9.51	49.88	50	50	50
1154	1	1	8	1	8.53	1	6.4	12.19	50	50	50	50
1154	1	1	9	1	10.97	1	7.2	10.03	50	50	49.88	50
1154	1	1	10	1	12.5	1	8	12.5	50	50	50	49.02
1154	1	1	11	1	12.99	1	8.8	14.3	50	75	49.88	50
1154	1	1	12	1	13.84	1	9.6	14.15	49.76	75	51.46	50
1154	1	1	14	1	0	1	11.2	20.03	50	49.76	49.76	50.98
1154	1	1	15	1	16.95	1	12	20.03	50	50	50	50
1154	1	1	16	1	0	1	12.8	18.45	50	75	49.27	50
1154	1	1	18	1	19.58	1	14.4	20	50	75	50	50
1154	1	1	20	1	22.02	1	16	25	38.29	75	31.21	50
1154	1	0	5	1	7.56	1	4	0	81.34	3.76	75.01	48.54
1154	1	0	7	1	9.45	1	5.6	2.89	75	4.38	90.37	55.86
1154	1	0	8	1	10	1	6.4	0	79.28	50.73	80.26	87.58
1154	1	0	9	1	11.95	1	7.2	0	88.67	14.39	89.4	72.45
1154	1	0	10	1	12.01	1	8	0	50	50	50	100
1154	1	0	11	1	15.67	1	8.8	0	100	0	93.42	100
1154	1	0	12	1	11.95	1	9.6	0.06	92.08	8.65	91.84	86.12
1154	1	0	14	1	16.04	1	11.2	0	50	50	50	50
1154	1	0	15	1	0	1	12	0	94.52	27.31	88.91	73.67
1154	1	0	16	1	19.03	1	12.8	0	82.58	30.6	72.94	79.53
1154	1	0	18	1	20	1	14.4	0	100	9.87	91.72	100
1154	1	0	20	1	21.96	1	16	0	100	0	100	100
1155	1	1	5	1	5.12	0	4	5.24	66.47	0	67.2	65.86
1155	1	1	7	1	7.19	0	5.6	7.22	75.74	0	69.16	87.58
1155	1	1	8	1	7.99	0	6.4	8.78	73.3	0	81.97	90.02
1155	1	1	9	1	13.9	0	7.2	9.97	67.94	0	69.52	50.49
1155	1	1	10	1	10.55	0	8	10.61	78.55	0	50	49.76
1155	1	1	11	1	19.09	0	8.8	11.31	80.99	0	74.51	49.76
1155	1	1	12	1	14.21	0	9.6	12.13	77.94	0	90.25	100
1155	1	1	14	1	18.48	0	11.2	15.06	85.38	0	93.07	93.68
1155	1	1	15	1	17.5	1	12	15.89	91.47	0	91.72	100
1155	1	1	16	1	18.97	0	12.8	16.43	85.87	0	93.3	90.51
1155	1	1	18	1	17.99	0	14.4	17.99	84.9	0	80.75	85.14
1155	1	1	20	1	23.54	0	16	20.25	95.25	0	100	100
1155	1	0	5	1	7.01	1	4	0	71.11	0.23	82.69	69.52
1155	1	0	7	1	7.38	0	5.6	0	81.97	0	95.25	100
1155	1	0	8	1	8.9	0	6.4	0	97.57	0	100	100
1155	1	0	9	1	15	1	7.2	0	91.97	0	79.77	83.92
1155	1	0	10	1	16.47	0	8	0	92.45	0.84	100	100
1155	1	0	11	1	15.12	0	8.8	0	96.84	0	100	100
1155	1	0	12	1	15.61	0	9.6	0	97.69	0	97.45	100
1155	1	0	14	1	17.99	0	11.2	0	100	0	99.89	100
1155	1	0	15	1	16.89	0	12	0	91.73	0	100	100
1155	1	0	16	1	20.31	1	12.8	0.15	100	0	100	100
1155	1	0	18	1	23.79	1	14.4	0.91	100	0	100	100
1155	1	0	20	1	20.13	1	16	2.56	100	0	100	100
1157	1	1	5	1	5	0	4	6.64	15.47	0	0.6	2.42
1157	1	1	7	1	0	1	5.6	1.49	39.63	3.27	1.44	8.76
1157	1	1	8	1	1.89	1	6.4	4.9	38.16	1.21	0.71	34.14
1157	1	1	9	1	0	1	7.2	0	42.56	1.09	2.29	50
1157	1	1	10	1	0	1	8	10	50	4.12	4.73	50
1157	1	1	11	1	2.98	1	8.8	11.77	41.22	1.7	3.16	49.76
1157	1	1	12	1	4.02	1	9.6	11.01	45.73	3.16	1.93	62.93
1157	1	1	14	1	0	1	11.2	14.39	59.88	1.21	0.84	70.01
1157	1	1	15	1	3.04	1	12	12.47	54.64	3.04	0.84	57.56
1157	1	1	16	1	4.02	1	12.8	6.98	56.34	4.25	3.64	65.37
1157	1	1	18	1	18.05	1	14.4	13.48	62.81	1.44	0.6	70.99
1157	1	1	20	1	7.99	1	16	6.25	55.37	3.39	2.78	61.71
1157	1	0	5	1	3.04	1	4	2.5	31.33	1.68	1.45	33.41
1157	1	0	7	1	2.01	0	5.6	0.06	50.61	0	0.35	66.11
1157	1	0	8	1	8.17	1	6.4	0.36	25.96	1.45	2.92	29.5
1157	1	0	9	1	0	1	7.2	2.56	40.12	0	0.96	38.29
1157	1	0	10	1	1.7	1	8	0	50	6.44	2.43	50.98
1157	1	0	11	1	5	1	8.8	2.35	59.39	0.48	2.78	51.46
1157	1	0	12	1	9.94	1	9.6	0.42	68.06	1.7	14.13	69.03
1157	1	0	14	1	5	1	11.2	0	67.94	1.21	3.39	66.35
1157	1	0	15	1	3.04	1	12	0	67.94	0	1.09	79.77
1157	1	0	16	1	5	1	12.8	0	64.89	1.45	3.15	81.72
1157	1	0	18	1	5.97	1	14.4	0.27	75.99	0	1.44	84.9
1157	1	0	20	1	10	1	16	0.06	90.75	3.64	13.64	94.66
1158	1	1	5	1	5.01	1	4	7.49	21.22	14.84	39.06	35.42
1158	1	1	7	1	6.97	0	5.6	9.99	11.46	62.37	34.11	56.51
1158	1	1	8	1	8.01	0	6.4	9.99	18.75	65.63	18.62	54.69
1158	1	1	9	1	9.05	1	7.2	9.05	26.56	57.42	25.65	39.32
1158	1	1	10	1	10.03	0	8	11.04	22.14	61.07	29.3	41.67
1158	1	1	11	1	5.01	0	8.8	11.13	31.64	65.23	53.39	61.98
1158	1	1	12	1	12.04	0	9.6	13.48	30.47	57.16	46.88	63.28
1158	1	1	14	1	9.96	0	11.2	15.04	39.19	55.21	62.76	80.99
1158	1	1	15	1	14.97	1	12	15.01	32.81	66.41	64.19	64.58
1158	1	1	16	1	10.03	1	12.8	18	20.44	74.09	57.42	71.35
1158	1	1	18	1	18.03	1	14.4	20.05	41.15	73.83	66.8	63.02
1158	1	1	20	1	9.83	1	16	22.49	58.07	49.09	84.11	73.7
1158	1	0	5	1	5.01	0	4	0	52.99	36.33	57.03	58.85
1158	1	0	7	1	6.97	0	5.6	0	60.68	41.02	64.32	68.75
1158	1	0	8	1	8.01	1	6.4	4	55.6	24.35	56.9	67.71
1158	1	0	9	1	9.05	1	7.2	0	56.51	47.14	59.51	73.7
1158	1	0	10	1	10.03	0	8	0	43.36	56.12	79.17	70.31
1158	1	0	11	1	11.07	0	8.8	0	57.42	24.09	58.85	64.58
1158	1	0	12	1	15.04	0	9.6	0	54.69	51.3	73.31	80.47
1158	1	0	14	1	14	1	11.2	0	61.46	17.71	67.19	73.18
1158	1	0	15	1	15.04	1	12	0	60.16	41.41	69.27	70.83
1158	1	0	16	1	15.95	1	12.8	0	65.63	22.27	66.8	75.52
1158	1	0	18	1	17.97	0	14.4	0	74.22	43.49	76.69	80.99
1158	1	0	20	1	19.99	1	16	0	89.58	7.68	96.48	100
1159	1	1	5	1	0	0	4	5	3.51	0	10.83	5.1
1159	1	1	7	1	5	0	5.6	7.07	17.79	10.59	11.44	20.23
1159	1	1	8	1	4.57	0	6.4	5	22.67	17.42	29.62	29.75
1159	1	1	9	1	5	0	7.2	9.48	24.87	24.87	20.11	20.47
1159	1	1	10	1	5	0	8	11.98	50	32.55	40	40.48
1159	1	1	11	1	6.03	0	8.8	9.02	42.19	35.11	45	60
1159	1	1	12	1	7.99	0	9.6	11.98	40.12	37.07	37.68	64.4
1159	1	1	14	1	10	0	11.2	10.52	49.88	39.87	44.75	60.49
1159	1	1	15	1	6.89	0	12	12.99	49.76	29.87	45.12	69.52
1159	1	1	16	1	8.29	1	12.8	17.99	47.44	31.33	47.19	79.53
1159	1	1	18	1	7.99	0	14.4	16.5	55.73	19.86	27.55	45.36
1159	1	1	20	1	10	0	16	21.5	52.44	45.12	65.01	90.02
1159	1	0	5	1	2.01	0	4	0	7.17	0	7.67	30.48
1159	1	0	7	1	4.02	0	5.6	0	17.55	2.55	10.22	24.62
1159	1	0	8	1	5.06	0	6.4	0	34.5	2.43	32.55	30.48
1159	1	0	9	1	6.95	0	7.2	0	44.88	15.36	47.44	60.25
1159	1	0	10	1	7.07	0	8	3.5	52.56	15.12	45.24	40.24
1159	1	0	11	1	8.05	0	8.8	0	50.24	15.1	54.76	49.76
1159	1	0	12	1	5.97	0	9.6	6.01	70.25	2.18	37.31	70.25
1159	1	0	14	1	7.01	0	11.2	1.52	62.32	3.15	57.32	60
1159	1	0	15	1	10	0	12	10	57.56	30.11	57.69	80.75
1159	1	0	16	1	8.05	0	12.8	0	67.57	12.55	49.76	60
1159	1	0	18	1	7.01	0	14.4	1.28	72.33	5.23	69.77	79.53
1159	1	0	20	1	10	0	16	0	84.77	9.87	85.02	94.66
1160	1	1	5	1	2.31	0	4	2.25	12.42	30.36	26.21	24.87
1160	1	1	7	1	3.11	0	5.6	3.47	40.85	7.78	30.97	50.49
1160	1	1	8	1	8.53	0	6.4	6.25	20.47	31.21	12.05	14.37
1160	1	1	9	1	9.02	1	7.2	10.03	33.77	27.43	34.02	35.36
1160	1	1	10	1	7.99	0	8	10	24.99	36.46	25.84	34.38
1160	1	1	11	1	11.04	1	8.8	10.52	37.55	17.18	37.8	54.88
1160	1	1	12	1	11.04	0	9.6	11.52	21.82	40	30.97	40.48
1160	1	1	14	1	10.97	1	11.2	14.45	39.26	22.55	40.48	46.58
1160	1	1	15	1	4.94	0	12	13.57	33.16	29.5	40.24	60
1160	1	1	16	1	14.03	1	12.8	16.5	31.09	26.21	40.36	49.76
1160	1	1	18	1	15.98	0	14.4	17.47	54.15	30.72	59.52	67.81
1160	1	1	20	1	20.06	1	16	16.31	72.82	24.5	80.26	95.39
1160	1	0	5	1	2.07	1	4	0	31.7	35.97	25.35	63.18
1160	1	0	7	1	0.97	0	5.6	1	48.54	7.05	33.28	30.23
1160	1	0	8	1	2.98	0	6.4	4.23	51.46	6.44	46.83	49.51
1160	1	0	9	1	8.84	1	7.2	6	54.51	23.4	37.8	35.11
1160	1	0	10	1	2.01	1	8	4.05	50	31.45	49.88	50
1160	1	0	11	1	6.89	0	8.8	10.73	52.2	17.55	52.93	50.24
1160	1	0	12	1	0	1	9.6	6	59.15	16.45	63.42	60.25
1160	1	0	14	1	7.01	1	11.2	6.98	65.01	11.93	65.37	65.13
1160	1	0	15	1	13.05	0	12	14.54	74.89	10.22	75.01	89.53
1160	1	0	16	1	10	1	12.8	14.27	80.62	23.28	80.62	81.23
1160	1	0	18	1	17.75	1	14.4	13.99	52.56	32.43	60.86	85.14
1160	1	0	20	1	15.06	1	16	5	89.65	10.22	89.78	90.02
1161	1	1	5	1	10.79	1	4	10.52	43.41	72.08	34.87	59.76
1161	1	1	7	1	11.71	0	5.6	12.96	48.17	72.57	12.79	77.09
1161	1	1	8	1	0	1	6.4	6.92	51.46	70.01	42.68	62.45
1161	1	1	9	1	18.11	1	7.2	19.42	75.01	83.19	26.57	83.43
1161	1	1	10	1	16.47	0	8	16.92	65.98	53.54	46.1	86.85
1161	1	1	11	1	19.88	0	8.8	20.31	65.5	71.72	43.53	72.21
1161	1	1	12	1	20.98	1	9.6	21.77	53.9	79.65	43.9	50
1161	1	1	14	1	21.28	1	11.2	17.17	62.69	70.25	53.17	76.6
1161	1	1	15	1	20.06	0	12	20.09	77.45	63.3	35.48	92.22
1161	1	1	16	1	22.2	0	12.8	20.79	72.82	87.93	58.78	75.38
